"3761","světiti","lex_ref_link_id 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate 3786    shine, illuminate Name: gloss_eng, dtype: object","1159","свѣтити","to lighten","to lighten"
"3824","kovati","forge","123","ковати","to forge","to forge"
"3880","klati","slaughter","2360","клати","to stab, to sting","to stab, to sting"
"3953","česati","to comb","1041","чесати","to pick","to pick"
"4011","klasti","lay","493","класти","to put, place","to put, place"
"4091","krasti","to steal","492","красти","to steal","to steal"
"4127","krotiti","to tame","2491","кротити","to tame, to subdue","(transitive) to tame, to subdue"
"4129","kryti","cover, hide","1428","крꙑти","to cover","to cover"
"4172","kypěti","surge, boil","461","кꙑпѣти","to boil","to boil"
"4180","cvisti","to bloom","1156","цвисти","to bloom","to bloom"
"4208","cajati","expect, hope","3014","чаꙗти","hope, expect","hope, expect"
"4493","lešti","lie down","729","лѣсти","to crawl","to crawl"
"4493","lešti","lie down","820","лещи","to lie down","to lie down"
"4493","lešti","lie down","2064","лѧщи","to bend","to bend"
"4493","lešti","lie down","4341","лешти","alternative form of лещи (lešti)","alternative form of лещи (lešti)"
"4515","lěgati","lie down repeatedly","4527","лѣгати","to lie down","to lie down"
"4518","ležati","lay","323","лежати","lie (be in horizontal position), recline","lie (be in horizontal position), recline"
"4548","lajati","bark, scold","3031","лаꙗти","to bark","to bark"
"4875","mazati","anoint, smear","457","мазати","to smear","to smear"
"4886","mošti","can","335","мошти","alternative form of мощи (mošti)","alternative form of мощи (mošti)"
"4886","mošti","can","1195","мощь","ability","ability"
"4886","mošti","can","2520","мощи","to be able","to be able"
"4959","minǫti","pass by (time)","2866","минѫти","to pass","to pass"
"4993","měšǫ","mix, knead","286","мѧсо","meat","meat"
"4994","měsiti","mix, knead","624","мѣсити","to mix, blend","to mix, blend"
"5057","mlěti","to grind","767","млѣти","to grind","to grind"
"5057","mlěti","to grind","3891","ⰿⰾⱑⱅⰻ","Glagolitic spelling of млѣти (mlěti)","Glagolitic spelling of млѣти (mlěti)"
"5168","mǫčiti","torment, torture","1123","мѫчити","to torture","to torture"
"5174","męsti","confuse, stir up","500","мѧсти","to stir","(reflexive) to stir"
"5174","męsti","confuse, stir up","893","мести","to throw","to throw"
"5183","mǫtiti","to confuse","3142","мѫтити","to stir","to stir"
"5202","mrěti","to die","722","мрѣти","to die","to die"
"5242","meštǫ","to throw","176","мѣсто","place","place"
"5298","myti","to wash","468","мꙑти","to wash, bathe","to wash, bathe"
"5298","myti","to wash","3927","ⰿⱏⰹⱅⰻ","Glagolitic spelling of мꙑти (myti)","Glagolitic spelling of мꙑти (myti)"
"5505","pasti","graze, tend","385","пасти","to pasture","to pasture"
"5505","pasti","graze, tend","386","пасти","to fall","to fall"
"5546","piti","to drink","94","пити","drink","drink"
"5570","pěti","to singing","280","пѧть","five","five"
"5570","pěti","to singing","673","пѣти","to sing","to sing"
"5570","pěti","to singing","2067","пѧти","to tie, fix","to tie, fix"
"5570","pěti","to singing","2245","ⱂⱔⱅⱐ","Glagolitic spelling of пѧть (pętĭ)","Glagolitic spelling of пѧть (pętĭ)"
"5625","pešti","bake, roast","664","пещь","oven, stove","oven, stove"
"5625","pešti","bake, roast","665","пещи","to bake","to bake"
"5625","pešti","bake, roast","2788","пѧсть","fist","fist"
"5625","pešti","bake, roast","3339","пешти","alternative form of пещи (pešti)","alternative form of пещи (pešti)"
"5625","pešti","bake, roast","3410","пешть","alternative form of пещь (peštĭ)","alternative form of пещь (peštĭ)"
"5625","pešti","bake, roast","3793","ⱂⰵⱋⱐ","Glagolitic spelling of пещь (peštĭ)","Glagolitic spelling of пещь (peštĭ)"
"5646","polěti","burn, flame","4362","полѣти","to be on fire","to be on fire"
"5648","paliti","to ignite","485","палити","to burn (to cause to be consumed by fire)","(transitive) to burn (to cause to be consumed by fire)"
"5872","plakati","beat one's breast, lament","329","плакати","to weep","(reflexive) to weep"
"5872","plakati","beat one's breast, lament","330","плакати","to wash","to wash"
"5886","plesti","braid","590","плести","to plait","to plait"
"5908","pluti","sail, swim","1072","плоути","to sail","to sail"
"5908","pluti","sail, swim","1137","плъть","body, flesh","body, flesh"
"6045","roditi","be born","368","родити","bear","bear"
"6154","reče","said","2375","рече","second/third-person singular aorist indicative of рещи (rešti)","second/third-person singular aorist indicative of рещи (rešti)"
"6158","rešti","to say","1035","рещи","to speak","to speak"
"6158","rešti","to say","3237","решти","alternative form of рещи (rešti)","alternative form of рещи (rešti)"
"6218","ryti","to dig","1483","рꙑти","to dig","to dig"
"6274","sěsti","sit down","34","шесть","six","six"
"6274","sěsti","sit down","313","сѣсти","to sit down","to sit down"
"6274","sěsti","sit down","832","сѣщи","to hack, chop off","to hack, chop off"
"6274","sěsti","sit down","2460","ⱄⱑⱋⰹ","Glagolitic spelling of сѣщи (sěšti)","Glagolitic spelling of сѣщи (sěšti)"
"6274","sěsti","sit down","2842","сѧщи","to touch","to touch"
"6293","saditi","set, plant","554","садити","to plant","to plant"
"6305","sěděti","to sit","312","сѣдѣти","reside, live","reside, live"
"6321","sęšti","touch, grasp","34","шесть","six","six"
"6321","sęšti","touch, grasp","313","сѣсти","to sit down","to sit down"
"6321","sęšti","touch, grasp","832","сѣщи","to hack, chop off","to hack, chop off"
"6321","sęšti","touch, grasp","2460","ⱄⱑⱋⰹ","Glagolitic spelling of сѣщи (sěšti)","Glagolitic spelling of сѣщи (sěšti)"
"6321","sęšti","touch, grasp","2842","сѧщи","to touch","to touch"
"6340","sěti","sow","629","сѣти","to sow","to sow"
"6340","sěti","sow","1255","сѣть","snare, trap, net","snare, trap, net"
"6340","sěti","sow","3020","сѧти","to touch","to touch"
"6341","sějati","sow","3032","сѣꙗти","to sow","to sow"
"6353","sěti","sift","629","сѣти","to sow","to sow"
"6353","sěti","sift","1255","сѣть","snare, trap, net","snare, trap, net"
"6353","sěti","sift","3020","сѧти","to touch","to touch"
"6354","sějati","sift","3032","сѣꙗти","to sow","to sow"
"6437","sěšti","hew, fell","34","шесть","six","six"
"6437","sěšti","hew, fell","313","сѣсти","to sit down","to sit down"
"6437","sěšti","hew, fell","832","сѣщи","to hack, chop off","to hack, chop off"
"6437","sěšti","hew, fell","2460","ⱄⱑⱋⰹ","Glagolitic spelling of сѣщи (sěšti)","Glagolitic spelling of сѣщи (sěšti)"
"6437","sěšti","hew, fell","2842","сѧщи","to touch","to touch"
"6691","sypati","pour, scatter","2825","сꙑпати","to pour, strew","to pour, strew"
"6691","sypati","pour, scatter","3803","ⱄⱏⰹⱂⰰⱅⰻ","Glagolitic spelling of сꙑпати (sypati)","Glagolitic spelling of сꙑпати (sypati)"
"6904","kopati","dig; hack","1039","копати","to dig","to dig"
"6904","kopati","dig; hack","2836","кѫпати","to bathe","(transitive) to bathe"
"6904","kopati","dig; hack","3813","ⰽⱁⱂⰰⱅⰻ","Glagolitic spelling of копати (kopati)","Glagolitic spelling of копати (kopati)"
"6906","skopiti","to slide","1794","скопити","to castrate","to castrate"
"6986","čuti","feel, notice","630","чоути","to sense, feel","to sense, feel"
"7209","plěti","to weed","897","плѣти","to root out","to root out"
"7238","pęti","to tension","280","пѧть","five","five"
"7238","pęti","to tension","673","пѣти","to sing","to sing"
"7238","pęti","to tension","2067","пѧти","to tie, fix","to tie, fix"
"7238","pęti","to tension","2245","ⱂⱔⱅⱐ","Glagolitic spelling of пѧть (pętĭ)","Glagolitic spelling of пѧть (pętĭ)"
"7252","prěti","fly","3190","прѣти","alternative form of пьрѣти (pĭrěti)","alternative form of пьрѣти (pĭrěti)"
"7255","pariti","to fly","4304","парити","to fly","(hapax legomenon) to fly"
"7281","pręsti","spider","1162","прѧсти","to spin","to spin"
"7317","spěti","have success","752","спѣти","to succeed, to prosper","to succeed, to prosper"
"7421","staviti","place","1908","ставити","to set, to place","to set, to place"
"7421","staviti","place","3769","ⱄⱅⰰⰲⰻⱅⰻ","Glagolitic spelling of ставити (staviti)","Glagolitic spelling of ставити (staviti)"
"7427","stajati","place oneself, step","2929","стаꙗти","stand","stand"
"7437","stojati","stand","4336","стоꙗти","to stand","to stand"
"7440","stati","place oneself, step', None'","348","стати","to stand","to stand"
"7440","stati","place oneself, step', None'","3765","ⱄⱅⰰⱅⰻ","Glagolitic spelling of стати (stati)","Glagolitic spelling of стати (stati)"
"7531","strěšti","guard, watch over","314","стрѣщи","watch","watch"
"7531","strěšti","guard, watch over","3537","стрещи","alternative form of стрѣщи (strěšti)","alternative form of стрѣщи (strěšti)"
"7612","strišti","shear","1202","стрищи","to shear","to shear"
"7612","strišti","shear","3778","ⱄⱅⱃⰻⱋⰻ","Glagolitic spelling of стрищи (strišti)","Glagolitic spelling of стрищи (strišti)"
"7762","tajati","melt, thaw","654","таꙗти","to thaw, to melt","to thaw, to melt"
"7814","tešti","run, flow","436","тещи","to flow","to flow"
"7819","točiti","cause to flow","437","точити","to drive, to hurry","(intransitive) to drive, to hurry"
"7876","tomiti","to torment","1160","томити","to torture","(hapax legomenon) to torture"
"7964","teti","to strike / hit","1088","тети","to beat, hit","to beat, hit"
"8090","tesati","hew, fell","2406","тесати","to hew","to hew"
"8090","tesati","hew, fell","2590","ⱅⰵⱄⰰⱅⰹ","Glagolitic spelling of тесати (tesati)","Glagolitic spelling of тесати (tesati)"
"8249","tręsti","to shake","499","трѧсти","to shake","to shake"
"8367","vesti","to lead","597","вести","to carry (by vehicle)","to carry (by vehicle)"
"8367","vesti","to lead","598","вести","to lead","to lead"
"8367","vesti","to lead","1087","вѧсти","to tie, bind","to tie, bind"
"8367","vesti","to lead","1102","вѣсть","message, news","message, news"
"8367","vesti","to lead","1196","вещь","thing, matter, object","thing, matter, object"
"8375","voditi","to lead","596","водити","lead","lead"
"8383","vaditi","accuse, charge, slander","2379","вадити","to slander, to accuse","(transitive) to slander, to accuse [with (generally) на (na, + accusative) or (once) dative]"
"8402","vesti","to drive","597","вести","to carry (by vehicle)","to carry (by vehicle)"
"8402","vesti","to drive","598","вести","to lead","to lead"
"8402","vesti","to drive","1087","вѧсти","to tie, bind","to tie, bind"
"8402","vesti","to drive","1102","вѣсть","message, news","message, news"
"8402","vesti","to drive","1196","вещь","thing, matter, object","thing, matter, object"
"8648","vlasti","to resist","464","власти","rule","rule"
"8648","vlasti","to resist","1075","власть","power","power"
"8670","velěti","want; command","889","велѣти","command, order","command, order"
"8808","vrěšti","to throw","1063","врѣщи","to throw","to throw"
"8808","vrěšti","to throw","2587","врѣшти","alternative form of врѣщи (vrěšti)","alternative form of врѣщи (vrěšti)"
"9042","brada","beard","857","брада","beard","beard"
"9042","brada","beard","2196","ⰱⱃⰰⰴⰰ","Glagolitic spelling of брада (brada)","Glagolitic spelling of брада (brada)"
"9076","ǫtroba","entrails","914","ѫтроба","viscera","viscera"
"9223","brěmę","load","473","брѣмѧ","load","load"
"9499","bljusti","pay attention, beware","1253","блюсти","to watch, guard","to watch, guard"
"9722","byti","being","124","бꙑти","to be","(copulative) to be"
"10054","dati","give","325","дати","to give","to give"
"10533","zmii","dragon, serpent","1826","змии","snake","snake"
"10533","zmii","dragon, serpent","3255","змьи","alternative form of змии (zmii)","alternative form of змии (zmii)"
"10547","zemlja","earth, ground, land","1015","землꙗ","earth","earth"
"10633","stado","herd","247","стадо","herd","herd"
"10633","stado","herd","2653","ⱄⱅⰰⰴⱁ","Glagolitic spelling of стадо (stado)","Glagolitic spelling of стадо (stado)"
"10667","dělo","deed, work","172","дѣло","deed, act","deed, act"
"10674","dělja","because of","1808","дѣлꙗ","for, because of","for, because of"
"11375","znati","know, get to know","628","знати","to know","to know"
"11509","zima","winter","84","зима","winter","winter"
"11509","zima","winter","2257","ⰸⰹⰿⰰ","Glagolitic spelling of зима (zima)","Glagolitic spelling of зима (zima)"
"11741","žena","wife, spouse, woman","180","жена","woman","woman"
"11741","žena","wife, spouse, woman","2201","ⰶⰵⱀⰰ","Glagolitic spelling of жена (žena)","Glagolitic spelling of жена (žena)"
"11747","žiti","live","125","жить","life","life"
"11747","žiti","live","674","жити","to live","to live"
"11797","žito","grain","182","жито","grain","grain"
"12028","jętry","sister-in-law, brother of man's wife","3230","ѩтрꙑ","sister-in-law (brother's wife)","sister-in-law (brother's wife)"
"12093","jasti","eat","677","ꙗсти","to eat","to eat"
"12106","jasli","manger","2393","ꙗсли","manger","(plural only) manger"
"12293","iti","go","333","ити","to go","to go"
"12293","iti","go","2252","ⰹⱅⰹ","Glagolitic spelling of ити (iti, “to go”)","Glagolitic spelling of ити (iti, “to go”)"
"12295","xoditi","go, walk, move","349","ходити","to walk, to go (on foot)","to walk, to go (on foot)"
"13111","junota","young man, young person","884","юнота","young man","young man"
"13116","junoša","young man, youth","2254","юноша","youngster, young man","youngster, young man"
"13160","kamy","stone","448","камꙑ","stone","stone"
"13229","osla","whetstone","895","осла","whetstone","whetstone"
"13332","ǫza","band, fetter","825","ѫза","shackle, fetter","shackle, fetter"
"13339","ǫže","rope","824","ѫже","rope","rope"
"13628","ralo","plow","1893","рало","plough (plow)","plough (plow)"
"13628","ralo","plow","2455","ⱃⰰⰾⱁ","Glagolitic spelling of рало (ralo)","Glagolitic spelling of рало (ralo)"
"13835","uxo","lex_ref_link_id 13806    ear; hearing 13806    ear; hearing Name: gloss_eng, dtype: object","292","оухо","ear","ear"
"13836","uxo","lex_ref_link_id 13806    ear; hearing 13806    ear; hearing Name: gloss_eng, dtype: object","292","оухо","ear","ear"
"13837","ušesa","lex_ref_link_id 13807    ear; hearing 13807    ear; hearing Name: gloss_eng, dtype: object","2525","ушеса","nominative plural of ухо (uxo)","nominative plural of ухо (uxo)"
"13838","ušesa","lex_ref_link_id 13807    ear; hearing 13807    ear; hearing Name: gloss_eng, dtype: object","2525","ушеса","nominative plural of ухо (uxo)","nominative plural of ухо (uxo)"
"13940","suxota","dryness","2157","соухота","dryness, drought","dryness, drought"
"14158","vesna","spring","642","весна","spring","spring"
"14242","oči","both eyes","39","очи","nominative/accusative/vocative dual of око (oko)","nominative/accusative/vocative dual of око (oko)"
"14242","oči","both eyes","2637","ꙫчи","alternative form of очи (oči)","alternative form of очи (oči)"
"14242","oči","both eyes","4504","ⱁⱍⰻ","Glagolitic spelling of очи (oči)","Glagolitic spelling of очи (oči)"
"14244","oko","both eyes","31","око","eye","(anatomy) eye"
"14244","oko","both eyes","2204","ⱁⰽⱁ","Glagolitic spelling of око (oko)","Glagolitic spelling of око (oko)"
"14244","oko","both eyes","2635","ꙩко","alternative form of око (oko)","alternative form of око (oko)"
"14484","usta","mouth","221","оуста","mouth","(plural only) mouth"
"14615","igo","yoke","799","иго","yoke","yoke"
"14615","igo","yoke","2212","ⰹⰳⱁ","Glagolitic spelling of иго (igo, “yoke”)","Glagolitic spelling of иго (igo, “yoke”)"
"14773","slana","hoarfrost, ice precipitation","875","слана","hoarfrost","hoarfrost"
"14831","srěda","middle","246","срѣда","center","center"
"14831","srěda","middle","3780","ⱄⱃⱑⰴⰰ","Glagolitic spelling of срѣда (srěda)","Glagolitic spelling of срѣда (srěda)"
"14893","sluti","be called","754","слоути","to be known as","to be known as"
"14913","slovo","word, speech","51","слово","word, speech, utterance","word, speech, utterance; word"
"14913","slovo","word, speech","2436","ⱄⰾⱁⰲⱁ","Glagolitic spelling of слово (slovo)","Glagolitic spelling of слово (slovo)"
"14989","slava","fame, honor, praise, glory","32","слава","fame","fame"
"14989","slava","fame, honor, praise, glory","2437","ⱄⰾⰰⰲⰰ","Glagolitic spelling of слава (slava)","Glagolitic spelling of слава (slava)"
"15060","švěšta","light, candle","3283","свѣща","candle","candle"
"15060","švěšta","light, candle","3284","свѣшта","alternative form of свѣща (svěšta)","alternative form of свѣща (svěšta)"
"15429","mati","mother","37","мати","mother","mother"
"15429","mati","mother","2198","ⰿⰰⱅⰻ","Glagolitic spelling of мати (mati)","Glagolitic spelling of мати (mati)"
"15509","mežda","boundary, lane","861","межда","lane","lane"
"15511","meždu","between","1810","междоу","between","between"
"15786","męso","flesh","286","мѧсо","meat","meat"
"15806","mrěti","die","722","мрѣти","to die","to die"
"15981","nebo","sky","202","небо","heaven","heaven"
"15981","nebo","sky","2233","ⱀⰵⰱⱁ","Glagolitic spelling of небо (nebo)","Glagolitic spelling of небо (nebo)"
"16464","pasti","fall","385","пасти","to pasture","to pasture"
"16464","pasti","fall","386","пасти","to fall","to fall"
"16565","pismę","letter, script","215","писмѧ","letter (grapheme)","letter (grapheme)"
"16802","polje","field, plain","2497","полѥ","field","field"
"16881","plešte","shoulder","1843","плеще","shoulder","shoulder"
"16885","plesno","sole of the foot","1853","плесно","foot sole","foot sole"
"16996","rosa","dew","3742","ⱃⱁⱄⰰ","Glagolitic spelling of роса (rosa)","Glagolitic spelling of роса (rosa)"
"17144","ruda","ore, metal","859","роуда","ore","ore"
"17318","gneźdo","nest","609","гнѣздо","nest","nest"
"17360","sěsti","sit down","34","шесть","six","six"
"17360","sěsti","sit down","313","сѣсти","to sit down","to sit down"
"17360","sěsti","sit down","832","сѣщи","to hack, chop off","to hack, chop off"
"17360","sěsti","sit down","2460","ⱄⱑⱋⰹ","Glagolitic spelling of сѣщи (sěšti)","Glagolitic spelling of сѣщи (sěšti)"
"17360","sěsti","sit down","2842","сѧщи","to touch","to touch"
"17392","selo","estate, field","287","село","village, settlement","village, settlement"
"17392","selo","estate, field","3684","ⱄⰵⰾⱁ","Glagolitic spelling of село (selo)","Glagolitic spelling of село (selo)"
"17919","struja","river","2150","строуꙗ","stream","stream"
"17997","stado","herd","247","стадо","herd","herd"
"17997","stado","herd","2653","ⱄⱅⰰⰴⱁ","Glagolitic spelling of стадо (stado)","Glagolitic spelling of стадо (stado)"
"18079","prisno","eternal","2383","присно","closely","closely"
"18194","stati","to position oneself, step","348","стати","to stand","to stand"
"18194","stati","to position oneself, step","3765","ⱄⱅⰰⱅⰻ","Glagolitic spelling of стати (stati)","Glagolitic spelling of стати (stati)"
"18516","svekry","mother-in-law","700","свекрꙑ","mother-in-law","mother-in-law"
"18516","svekry","mother-in-law","3824","ⱄⰲⰵⰽⱃⱏⰹ","Glagolitic spelling of свекрꙑ (svekry)","Glagolitic spelling of свекрꙑ (svekry)"
"18625","sestra","sister","210","сестра","sister","sister"
"18625","sestra","sister","1867","ⱄⰵⱄⱅⱃⰰ","Glagolitic spelling of сестра (sestra)","Glagolitic spelling of сестра (sestra)"
"18720","synu","son","190","сꙑнъ","son","son"
"18720","synu","son","191","сꙑнъ","Son (title of Jesus)","(Christianity theology) Son (title of Jesus)"
"18720","synu","son","192","сꙑнъ","tower","(architecture) tower"
"18720","synu","son","2298","ⱄⱏⰺⱀⱏ","Glagolitic spelling of сꙑнъ (synŭ, “son”)","Glagolitic spelling of сꙑнъ (synŭ, “son”)"
"19067","voda","water","45","вода","water","water"
"19067","voda","water","2229","ⰲⱁⰴⰰ","Glagolitic spelling of вода (voda)","Glagolitic spelling of вода (voda)"
"19071","vědro","bucket","606","вѣдро","bucket","bucket"
"19071","vědro","bucket","798","ведро","good weather","good weather"
"20118","ištǫ","seek","619","исто","kidney","kidney"
"20119","iskati","seek","327","искати","to seek","to seek"
"20279","osla","whetstone","895","осла","whetstone","whetstone"
"21233","na","towards; on, at","75","на","onto, on","onto, on"
"21233","na","towards; on, at","76","на","accusative/dative of вѣ (vě): us (dual)","accusative/dative of вѣ (vě): us (dual)"
"21875","po","to, at, by, over something","27","по","along","along"
"21878","po-",\N,"67","по-","A prefix indicating the perfective aspect.","A prefix indicating the perfective aspect."
"22044","ramo","shoulder","802","рамо","shoulder","shoulder"
"22105","radi","because of","131","ради","for the sake of","for the sake of"
"22347","raka","burial cave","219","рака","coffin","coffin"
"22605","u","away, off, from, at","2285","оу","A letter of the Old Church Slavonic alphabet, called оукъ (ukŭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called оукъ (ukŭ) and written in the Old Cyrillic script."
"22605","u","away, off, from, at","2286","оу","from","from"
"22605","u","away, off, from, at","2389","ѵ","A letter of the Old Church Slavonic alphabet, called ижица (ižica) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called ижица (ižica) and written in the Old Cyrillic script."
"22605","u","away, off, from, at","2392","Ѵ","letter ižica (Old Church Slavonic: ижица (ižica))","letter ižica (Old Church Slavonic: ижица (ižica))"
"22605","u","away, off, from, at","2421","ꙋ","alternative form of оу (u)","alternative form of оу (u)"
"22605","u","away, off, from, at","2632","ѷ","Used to denote the sound [y]~[i]. When ⟨ѷ⟩ was used, ⟨ѵ⟩ denoted [v] exclusively. Otherwise, ⟨ѵ⟩ was used for both sound values.","Used to denote the sound [y]~[i]. When ⟨ѷ⟩ was used, ⟨ѵ⟩ denoted [v] exclusively. Otherwise, ⟨ѵ⟩ was used for both sound values."
"22605","u","away, off, from, at","4050","сн҃ъ","abbreviation form of сꙑнъ (synŭ, “son”)","abbreviation form of сꙑнъ (synŭ, “son”)"
"22605","u","away, off, from, at","4259","чк҃ъ","abbreviation form of чловѣкъ (člověkŭ)","abbreviation form of чловѣкъ (člověkŭ)"
"22606","u","from (with verbs of desiring, receiving, taking); at (with fading of the concept of point of origin)","2285","оу","A letter of the Old Church Slavonic alphabet, called оукъ (ukŭ) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called оукъ (ukŭ) and written in the Old Cyrillic script."
"22606","u","from (with verbs of desiring, receiving, taking); at (with fading of the concept of point of origin)","2286","оу","from","from"
"22606","u","from (with verbs of desiring, receiving, taking); at (with fading of the concept of point of origin)","2389","ѵ","A letter of the Old Church Slavonic alphabet, called ижица (ižica) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called ижица (ižica) and written in the Old Cyrillic script."
"22606","u","from (with verbs of desiring, receiving, taking); at (with fading of the concept of point of origin)","2392","Ѵ","letter ižica (Old Church Slavonic: ижица (ižica))","letter ižica (Old Church Slavonic: ижица (ižica))"
"22606","u","from (with verbs of desiring, receiving, taking); at (with fading of the concept of point of origin)","2421","ꙋ","alternative form of оу (u)","alternative form of оу (u)"
